Date,Open,High,Low,Close,Adj Close,Volume
2020-01-15,12349.400391,12355.150391,12278.75,12343.299805,12343.299805,684400.0
2020-01-16,12347.099609,12389.049805,12315.799805,12355.5,12355.5,395700.0
2020-01-17,12328.400391,12385.450195,12321.400391,12352.349609,12352.349609,502100.0
2020-01-20,12430.5,12430.5,12216.900391,12224.549805,12224.549805,491600.0
2020-01-21,12195.299805,12230.049805,12162.299805,12169.849609,12169.849609,400.0
2020-01-22,12218.349609,12225.049805,12087.900391,12106.900391,12106.900391,500.0
2020-01-23,12123.75,12189.0,12094.099609,12180.349609,12180.349609,867700.0
2020-01-24,12174.549805,12272.150391,12149.650391,12248.25,12248.25,593200.0
2020-01-27,12197.099609,12216.599609,12107.0,12119.0,12119.0,441200.0
2020-01-28,12148.099609,12163.549805,12024.5,12055.799805,12055.799805,478500.0
2020-01-29,12114.900391,12169.599609,12103.799805,12129.5,12129.5,514400.0
2020-01-30,12147.75,12150.299805,12010.599609,12035.799805,12035.799805,538100.0
2020-01-31,12100.400391,12103.549805,11945.849609,11962.099609,11962.099609,771300.0
2020-02-03,11627.450195,11749.849609,11614.5,11707.900391,11707.900391,669800.0
2020-02-04,11786.25,11986.150391,11783.400391,11979.650391,11979.650391,560400.0
2020-02-05,12005.849609,12098.150391,11953.349609,12089.150391,12089.150391,758000.0
2020-02-06,12120.0,12160.599609,12084.650391,12137.950195,12137.950195,565100.0
2020-02-07,12151.150391,12154.700195,12073.950195,12098.349609,12098.349609,473500.0
2020-02-10,12102.349609,12103.549805,11990.75,12031.5,12031.5,524700.0
2020-02-11,12108.400391,12172.299805,12099.0,12107.900391,12107.900391,480000.0
2020-02-12,12151.0,12231.75,12144.299805,12201.200195,12201.200195,411700.0
2020-02-13,12219.549805,12225.650391,12139.799805,12174.650391,12174.650391,501200.0
2020-02-14,12190.150391,12246.700195,12091.200195,12113.450195,12113.450195,622800.0
2020-02-17,12131.799805,12159.599609,12037.0,12045.799805,12045.799805,0.0
2020-02-18,12028.25,12030.75,11908.049805,11992.5,11992.5,676900.0
2020-02-19,12090.599609,12134.700195,12042.099609,12125.900391,12125.900391,513600.0
2020-02-20,12119.0,12152.0,12071.450195,12080.849609,12080.849609,502600.0
2020-02-24,12012.549805,12012.549805,11813.400391,11829.400391,11829.400391,490800.0
2020-02-25,11877.5,11883.049805,11779.900391,11797.900391,11797.900391,461000.0
2020-02-26,11738.549805,11783.25,11639.599609,11678.5,11678.5,567600.0
2020-02-27,11661.25,11663.849609,11536.700195,11633.299805,11633.299805,608600.0
2020-02-28,11382.0,11384.799805,11175.049805,11201.75,11201.75,809900.0
2020-03-02,11387.349609,11433.0,11036.25,11132.75,11132.75,680800.0
2020-03-03,11217.549805,11342.25,11152.549805,11303.299805,11303.299805,696500.0
2020-03-04,11351.349609,11356.599609,11082.150391,11251.0,11251.0,797700.0
2020-03-05,11306.049805,11389.5,11244.599609,11269.0,11269.0,1352500.0
2020-03-06,10942.650391,11035.099609,10827.400391,10989.450195,10989.450195,1811000.0
2020-03-09,10742.049805,10751.549805,10294.450195,10451.450195,10451.450195,1565500.0
2020-03-11,10334.299805,10545.099609,10334.0,10458.400391,10458.400391,1218500.0
2020-03-12,10039.950195,10040.75,9508.0,9590.150391,9590.150391,1343500.0
2020-03-13,9107.599609,10159.400391,8555.150391,9955.200195,9955.200195,1388000.0
2020-03-16,9587.799805,9602.200195,9165.099609,9197.400391,9197.400391,897700.0
2020-03-17,9285.400391,9403.799805,8915.599609,8967.049805,8967.049805,935600.0
2020-03-18,9088.450195,9127.549805,8407.049805,8468.799805,8468.799805,1516600.0
2020-03-19,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700.0
2020-03-20,8284.450195,8883.0,8178.200195,8745.450195,8745.450195,1071500.0
2020-03-23,7945.700195,8159.25,7583.600098,7610.25,7610.25,653500.0
2020-03-24,7848.299805,8036.950195,7511.100098,7801.049805,7801.049805,738400.0
2020-03-25,7735.149902,8376.75,7714.75,8317.849609,8317.849609,736900.0
2020-03-26,8451.0,8749.049805,8304.900391,8641.450195,8641.450195,865600.0
2020-03-27,8949.099609,9038.900391,8522.900391,8660.25,8660.25,801500.0
2020-03-30,8385.950195,8576.0,8244.0,8281.099609,8281.099609,593300.0
2020-03-31,8529.349609,8678.299805,8358.0,8597.75,8597.75,712700.0
2020-04-01,8584.099609,8588.099609,8198.349609,8253.799805,8253.799805,506300.0
2020-04-03,8356.549805,8356.549805,8055.799805,8083.799805,8083.799805,697000.0
2020-04-07,8446.299805,8819.400391,8360.950195,8792.200195,8792.200195,814200.0
2020-04-08,8688.900391,9131.700195,8653.900391,8748.75,8748.75,896500.0
2020-04-09,8973.049805,9128.349609,8904.549805,9111.900391,9111.900391,742100.0
2020-04-13,9103.950195,9112.049805,8912.400391,8993.849609,8993.849609,644000.0
2020-04-15,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,879100.0
2020-04-16,8851.25,9053.75,8821.900391,8992.799805,8992.799805,719400.0
2020-04-17,9323.450195,9324.0,9091.349609,9266.75,9266.75,684200.0
2020-04-20,9390.200195,9390.849609,9230.799805,9261.849609,9261.849609,726400.0
2020-04-21,9016.950195,9044.400391,8909.400391,8981.450195,8981.450195,655100.0
2020-04-22,9026.75,9209.75,8946.25,9187.299805,9187.299805,734400.0
2020-04-23,9232.349609,9343.599609,9170.150391,9313.900391,9313.900391,666700.0
2020-04-24,9163.900391,9296.900391,9141.299805,9154.400391,9154.400391,659400.0
2020-04-27,9259.700195,9377.099609,9250.349609,9282.299805,9282.299805,512800.0
2020-04-28,9389.799805,9404.400391,9260.0,9380.900391,9380.900391,614500.0
2020-04-29,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000.0
2020-04-30,9753.5,9889.049805,9731.5,9859.900391,9859.900391,931200.0
2020-05-04,9533.5,9533.5,9266.950195,9293.5,9293.5,687500.0
2020-05-05,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200.0
2020-05-06,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200.0
2020-05-07,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700.0
2020-05-08,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100.0
2020-05-11,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600.0
2020-05-12,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500.0
2020-05-13,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400.0
2020-05-14,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600.0
2020-05-15,9182.400391,9182.400391,9050.0,9136.849609,9136.849609,575900.0
2020-05-18,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000.0
2020-05-19,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200.0
2020-05-20,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300.0
2020-05-21,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500.0
2020-05-22,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800.0
2020-05-26,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000.0
2020-05-27,9082.200195,9334.0,9004.25,9314.950195,9314.950195,763500.0
2020-05-28,9364.950195,9511.25,9336.5,9490.099609,9490.099609,837900.0
2020-05-29,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000.0
2020-06-01,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200.0
2020-06-02,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200.0
2020-06-03,10108.299805,10176.200195,10035.549805,10061.549805,10061.549805,794700.0
2020-06-04,10054.25,10123.849609,9944.25,10029.099609,10029.099609,775100.0
2020-06-05,10093.799805,10177.799805,10040.75,10142.150391,10142.150391,987100.0
2020-06-08,10326.75,10328.5,10120.25,10167.450195,10167.450195,936500.0
2020-06-09,10181.150391,10291.150391,10021.450195,10046.650391,10046.650391,754200.0
2020-06-10,10072.599609,10148.75,10036.849609,10116.150391,10116.150391,632400.0
2020-06-11,10094.099609,10112.049805,9885.049805,9902.0,9902.0,715500.0
2020-06-12,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300.0
2020-06-15,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100.0
2020-06-16,10014.799805,10046.150391,9728.5,9914.0,9914.0,899900.0
2020-06-17,9876.700195,10003.599609,9833.799805,9881.150391,9881.150391,685400.0
2020-06-18,9863.25,10111.200195,9845.049805,10091.650391,10091.650391,622900.0
2020-06-19,10119.0,10272.400391,10072.650391,10244.400391,10244.400391,892100.0
2020-06-22,10318.75,10393.650391,10277.599609,10311.200195,10311.200195,685400.0
2020-06-23,10347.950195,10484.700195,10301.75,10471.0,10471.0,669200.0
2020-06-24,10529.25,10553.150391,10281.950195,10305.299805,10305.299805,854800.0
2020-06-25,10235.549805,10361.799805,10194.5,10288.900391,10288.900391,994200.0
2020-06-26,10378.900391,10409.849609,10311.25,10383.0,10383.0,671900.0
2020-06-29,10311.950195,10337.950195,10223.599609,10312.400391,10312.400391,574500.0
2020-06-30,10382.599609,10401.049805,10267.349609,10302.099609,10302.099609,556200.0
2020-07-01,10323.799805,10447.049805,10299.599609,10430.049805,10430.049805,573600.0
2020-07-02,10493.049805,10598.200195,10485.549805,10551.700195,10551.700195,597400.0
2020-07-03,10614.950195,10631.299805,10562.650391,10607.349609,10607.349609,525200.0
2020-07-06,10723.849609,10811.400391,10695.099609,10763.650391,10763.650391,571200.0
2020-07-07,10802.849609,10813.799805,10689.700195,10799.650391,10799.650391,636800.0
2020-07-08,10818.650391,10847.849609,10676.549805,10705.75,10705.75,767900.0
2020-07-09,10755.549805,10836.849609,10733.0,10813.450195,10813.450195,618700.0
2020-07-10,10764.099609,10819.400391,10713.0,10768.049805,10768.049805,590700.0
2020-07-13,10851.849609,10894.049805,10756.049805,10802.700195,10802.700195,554100.0
2020-07-14,10750.849609,10755.650391,10562.900391,10607.349609,10607.349609,532400.0
2020-07-15,10701.0,10827.450195,10577.75,10618.200195,10618.200195,715900.0
2020-07-16,10706.200195,10755.299805,10595.200195,10739.950195,10739.950195,694400.0
2020-07-17,10752.0,10933.450195,10749.650391,10901.700195,10901.700195,676900.0
2020-07-20,10999.450195,11037.900391,10953.0,11022.200195,11022.200195,554300.0
2020-07-21,11126.099609,11179.549805,11113.25,11162.25,11162.25,772000.0
2020-07-22,11231.200195,11238.099609,11056.549805,11132.599609,11132.599609,765100.0
2020-07-23,11135.0,11239.799805,11103.150391,11215.450195,11215.450195,621600.0
2020-07-24,11149.950195,11225.400391,11090.299805,11194.150391,11194.150391,678900.0
2020-07-27,11225.0,11225.0,11087.849609,11131.799805,11131.799805,588100.0
2020-07-28,11154.099609,11317.75,11151.400391,11300.549805,11300.549805,683900.0
2020-07-29,11276.900391,11341.400391,11149.75,11202.849609,11202.849609,600700.0
2020-07-30,11254.299805,11299.950195,11084.950195,11102.150391,11102.150391,677800.0
2020-07-31,11139.5,11150.400391,11026.650391,11073.450195,11073.450195,642600.0
2020-08-03,11057.549805,11058.049805,10882.25,10891.599609,10891.599609,680900.0
2020-08-04,10946.650391,11112.25,10908.099609,11095.25,11095.25,625700.0
2020-08-05,11155.75,11225.650391,11064.049805,11101.650391,11101.650391,667600.0
2020-08-06,11185.700195,11256.799805,11127.299805,11200.150391,11200.150391,600400.0
2020-08-07,11186.650391,11231.900391,11142.049805,11214.049805,11214.049805,452600.0
2020-08-10,11270.25,11337.299805,11238.0,11270.150391,11270.150391,492000.0
2020-08-11,11322.25,11373.599609,11299.150391,11322.5,11322.5,586100.0
2020-08-12,11289.0,11322.0,11242.650391,11308.400391,11308.400391,609900.0
2020-08-13,11334.849609,11359.299805,11269.950195,11300.450195,11300.450195,562400.0
2020-08-14,11353.299805,11366.25,11111.450195,11178.400391,11178.400391,645100.0
2020-08-17,11248.900391,11267.099609,11144.5,11247.099609,11247.099609,634000.0
2020-08-18,11259.799805,11401.700195,11253.150391,11385.349609,11385.349609,579200.0
2020-08-19,11452.150391,11460.349609,11394.099609,11408.400391,11408.400391,626200.0
2020-08-20,11317.450195,11361.450195,11289.799805,11312.200195,11312.200195,791600.0
2020-08-21,11409.650391,11418.5,11362.200195,11371.599609,11371.599609,668700.0
2020-08-24,11412.0,11497.25,11410.650391,11466.450195,11466.450195,532900.0
2020-08-25,11513.099609,11525.900391,11423.349609,11472.25,11472.25,638200.0
2020-08-26,11512.849609,11561.75,11461.849609,11549.599609,11549.599609,743400.0
2020-08-27,11609.299805,11617.349609,11540.599609,11559.25,11559.25,719800.0
2020-08-28,11602.950195,11686.049805,11589.400391,11647.599609,11647.599609,807000.0
2020-08-31,11777.549805,11794.25,11325.849609,11387.5,11387.5,1371800.0
2020-09-01,11464.299805,11553.549805,11366.900391,11470.25,11470.25,783800.0
2020-09-02,11478.549805,11554.75,11430.400391,11535.0,11535.0,593500.0
2020-09-03,11566.200195,11584.950195,11507.650391,11527.450195,11527.450195,607100.0
2020-09-04,11354.400391,11452.049805,11303.650391,11333.849609,11333.849609,681300.0
2020-09-07,11359.599609,11381.150391,11251.700195,11355.049805,11355.049805,560300.0
2020-09-08,11378.549805,11437.25,11290.450195,11317.349609,11317.349609,572200.0
2020-09-09,11218.599609,11298.150391,11185.150391,11278.0,11278.0,728900.0
2020-09-10,11363.299805,11464.049805,11327.400391,11449.25,11449.25,679400.0
2020-09-11,11447.799805,11493.5,11419.900391,11464.450195,11464.450195,554800.0
2020-09-14,11540.150391,11568.900391,11383.549805,11440.049805,11440.049805,642300.0
2020-09-15,11487.200195,11535.950195,11442.25,11521.799805,11521.799805,506700.0
2020-09-16,11538.450195,11618.099609,11516.75,11604.549805,11604.549805,527800.0
2020-09-17,11539.400391,11587.200195,11498.5,11516.099609,11516.099609,0.0
2020-09-18,11584.099609,11584.099609,11446.099609,11504.950195,11504.950195,764200.0
2020-09-21,11503.799805,11535.25,11218.5,11250.549805,11250.549805,602900.0
2020-09-22,11301.75,11302.200195,11084.650391,11153.650391,11153.650391,672200.0
2020-09-23,11258.75,11259.549805,11024.400391,11131.849609,11131.849609,714900.0
2020-09-24,11011.0,11015.299805,10790.200195,10805.549805,10805.549805,706100.0
2020-09-25,10910.400391,11072.599609,10854.849609,11050.25,11050.25,559600.0
2020-09-28,11140.849609,11239.349609,11099.849609,11227.549805,11227.549805,472800.0
2020-09-29,11288.599609,11305.400391,11181.0,11222.400391,11222.400391,498300.0
2020-09-30,11244.450195,11295.400391,11184.549805,11247.549805,11247.549805,499300.0
2020-10-01,11364.450195,11428.599609,11347.049805,11416.950195,11416.950195,447700.0
2020-10-05,11487.799805,11578.049805,11452.299805,11503.349609,11503.349609,530600.0
2020-10-06,11603.450195,11680.299805,11564.299805,11662.400391,11662.400391,561400.0
2020-10-07,11679.25,11763.049805,11629.349609,11738.849609,11738.849609,513400.0
2020-10-08,11835.400391,11905.700195,11791.150391,11834.599609,11834.599609,608800.0
2020-10-09,11852.049805,11938.599609,11805.200195,11914.200195,11914.200195,611100.0
2020-10-12,11973.549805,12022.049805,11867.200195,11930.950195,11930.950195,522600.0
2020-10-13,11934.650391,11988.200195,11888.900391,11934.5,11934.5,458300.0
2020-10-14,11917.400391,11997.200195,11822.150391,11971.049805,11971.049805,569200.0
2020-10-15,12023.450195,12025.450195,11661.299805,11680.349609,11680.349609,608900.0
2020-10-16,11727.400391,11789.75,11667.849609,11762.450195,11762.450195,555800.0
2020-10-19,11879.200195,11898.25,11820.400391,11873.049805,11873.049805,541400.0
2020-10-20,11861.0,11949.25,11837.25,11896.799805,11896.799805,453600.0
2020-10-21,11958.549805,12018.650391,11775.75,11937.650391,11937.650391,623700.0
2020-10-22,11890.0,11939.549805,11823.450195,11896.450195,11896.450195,544900.0
2020-10-23,11957.900391,11974.549805,11908.75,11930.349609,11930.349609,502300.0
2020-10-26,11937.400391,11942.849609,11711.700195,11767.75,11767.75,519800.0
2020-10-27,11807.099609,11899.049805,11723.0,11889.400391,11889.400391,616300.0
